bit, value, max detected freq, mag
211,0,51800.00000000001,8911.706218061701
212,1,76000.0,4432.805342333339
213,0,57000.00000000001,8822.351486440253
214,0,57200.0,9306.9078779976
215,1,76000.0,5026.782393762169
216,0,57200.0,7828.640203020199
217,0,57000.00000000001,9386.855208995705
218,1,76200.0,3909.346040735924
219,0,57000.00000000001,9455.905420171852
220,1,76000.0,5638.790908757953
221,0,57000.00000000001,8819.98847995875
222,0,52200.0,11181.756005418487
223,1,76000.0,3433.7219743043165
224,0,57000.00000000001,8634.977570356916
225,0,57200.0,9111.12899438135
226,1,76000.0,3819.187368362323
227,0,57000.00000000001,7412.333757900011
228,1,76000.0,3150.1276333863134
229,0,57000.00000000001,7720.493535969015
230,0,57000.00000000001,9800.577680593007
231,1,76000.0,3887.3947824617217
232,0,51800.00000000001,6104.357266263876
233,0,57200.0,9183.772484062338
234,1,76000.0,2871.7670202699946
235,0,52200.0,4990.706101531274
236,1,76000.0,2513.335779973905
237,0,57200.0,4121.772456787545
238,0,57000.00000000001,9896.392687238536
239,1,76000.0,2631.8346358301737
240,0,52000.00000000001,3892.7159340600674
241,0,51800.00000000001,11345.638081281788
242,0,57000.00000000001,2497.9721903906266
243,0,52000.00000000001,2961.9007361724407
244,0,57000.00000000001,2852.987087121778
245,0,57000.00000000001,3417.0676611838526
246,0,51800.00000000001,8846.355454113274
247,0,57200.0,3128.1130777860176
248,0,57200.0,2325.622948478205
249,0,57000.00000000001,11361.662596641341
250,0,57000.00000000001,3970.812034485
251,0,57000.00000000001,2056.323629008501
252,0,57200.0,3579.8021803811102
253,1,76000.0,2446.174498629205
254,0,57200.0,9448.514217552802
255,0,51800.00000000001,4606.151410371262
256,1,76000.0,3038.8795687816737
Recorded Data
0100100101001001010010000000000010100100101001001010010010100100101001001010010010100100101001001010010010100100101001001010010000100000000000100101001001010010010100100101001001010010010100100101001001010010010100100101001001010010010100100000000000001001
